id,no,name,latitude,longitude,bearing
888,F04453,Jókai Mór utca,47.410129,19.020207,-119
889,F04639,Háros,47.385565,19.020115,-119
890,9162,Keleti pályaudvar M,47.499926,19.083216,-118
891,F01989,Budafoki út / Szerémi sor,47.473677,19.052807,-118
892,F02181,Kosztolányi Dezső tér,47.47499,19.039382,-118
893,F02193,Móricz Zsigmond körtér M,47.477554,19.04636,-118
894,F02533,Szekszárdi utca,47.552281,19.083157,-118
895,F03292,Árpádföld Dezsőfia utca,47.536428,19.200793,-118
896,F03340,Margit utca,47.517175,19.19066,-118
897,F04265,Hárosi Csárda,47.38858,19.028179,-118
898,F04445,Aszály utca,47.413499,19.009817,-118
899,8447,Dióskert,47.42563,18.911984,-117
900,9484,Tura utca,47.4892,19.276864,-117
901,101185,Sport Vendéglő,47.348252,19.049714,-117
902,F00898,Újpest-városkapu,47.559146,19.079567,-117
903,F01652,Szent László tér,47.485907,19.130668,-117
904,F01889,Repülőtér,47.444777,18.986905,-117
905,F02202,Móricz Zsigmond körtér M,47.477374,19.046161,-117
906,F03049,Deák utca,47.563941,19.115667,-117
907,F03148,Erdőkerülő utca,47.541151,19.151023,-117
908,F03375,Rozsos utca,47.53399,19.194119,-117
909,F04496,Szabadság utca,47.392468,18.984123,-117
910,66682,Jókai Mór Általános Iskola,47.487887,19.294135,-116
911,F00197,Mechwart liget,47.510534,19.030548,-116
912,F01504,Ferencváros vá. - Málenkij Robot Eh.,47.470693,19.090147,-116
913,F02164,BAH-csomópont,47.48731,19.02355,-116
914,F03201,Erdőkerülő utca 28.,47.540011,19.14778,-116
915,F03492,Óvónő utca,47.4856,19.282567,-116
916,F04061,Székelyhíd utca,47.43071,19.115486,-116
917,F04559,Telefondűlő út,47.401326,19.140778,-116
918,8725,Puskás Ferenc Stadion M,47.499864,19.104836,-115
919,66680,Pallós utca,47.487039,19.291504,-115
920,F03308,Mátyásföld repülőtér H,47.511604,19.193566,-115
921,F03322,Bökényföldi út,47.514479,19.202973,-115
922,F03341,Centenáriumi lakótelep,47.516207,19.187936,-115
923,F03476,Szabadság sugárút,47.482998,19.274225,-115
924,8381,Kőbánya alsó vasútállomás,47.484011,19.127574,-114
925,9544,Robogó utca,47.487235,19.270088,-114
926,F00100,Naphegy tér,47.493445,19.032478,-114
927,F00885,Árpád Kórház,47.561402,19.103785,-114
928,F02384,Lóvasút,47.516793,18.979763,-114
929,F03394,Csinszka utca,47.515626,19.206694,-114
930,F03397,Mátyásföld Imre utca H,47.513745,19.200581,-114
931,F04502,Akó utca,47.389793,18.978206,-114
932,F04641,Gát utca,47.383036,19.013296,-114
933,66711,Rákoscsaba-Újtelep vasútállomás,47.486549,19.271041,-113
934,66722,Nyeremény utca,47.474462,19.284123,-113
935,F01166,Blaha Lujza tér M,47.497519,19.071508,-113
936,F01223,Kálvária tér,47.48889,19.085146,-113
937,F02078,Oltvány köz,47.478151,18.990865,-113
938,F02706,Olof Palme sétány,47.512499,19.08556,-113
939,F03481,Lemberg utca,47.484553,19.279181,-113
940,F03486,Lemberg utca,47.480628,19.280849,-113
941,F03566,Óvónő utca,47.481629,19.284317,-113
942,9513,Bimbó út,47.519325,19.008996,-112
943,44380,Dózsa György tér,47.507193,18.922432,-112
944,F01171,Uránia,47.49564,19.064965,-112
945,F01291,Blaha Lujza tér,47.496643,19.068847,-112
946,F01724,III. kapu,47.491422,19.12805,-112
947,F04504,Nagytétény Erdélyi utca,47.388296,18.972672,-112
948,F04578,Pécel Pesti út 110.,47.491617,19.31569,-112
949,8238,Széchenyi István tér,47.500543,19.04669,-111
950,56217,Bikás park,47.464881,19.032345,-111
951,F00225,Sarolta utca,47.522453,19.031803,-111
952,F00266,Verecke lépcső,47.529027,19.002548,-111
953,F03489,Alsódabas utca,47.482969,19.289322,-111
954,F04505,Bányalég utca,47.39025,18.963093,-111
955,8152,Mester utca / Könyves Kálmán körút,47.469596,19.083728,-110
956,8260,Nagybányai út,47.528476,18.996294,-110
957,9485,Rákoscsaba-Újtelep vasútállomás,47.488137,19.27329,-110
958,F01161,Huszár utca,47.499199,19.07772,-110
959,F02393,Nógrádi utca,47.503178,19.002916,-110
960,F02627,Vágány utca / Róbert Károly körút,47.522187,19.081531,-110
961,9551,Margó Tivadar utca,47.433123,19.176437,-109
962,F00681,Kisbojtár utca,47.55983,19.026718,-109
963,F00837,Víztorony,47.562273,19.10667,-109
964,F01017,Astoria M,47.494606,19.060718,-109
965,F01594,Új köztemető,47.473299,19.177383,-109
966,F02427,Tarpatak utca,47.509544,18.997521,-109
967,F03474,Szárny utca,47.480964,19.265353,-109
968,9717,Zamárdi utca,47.434256,19.093472,-108
969,F01368,Aranyvirág sétány,47.467689,19.109816,-108
970,F04148,Sósfürdő,47.436335,19.090226,-108
971,8782,Blaha Lujza tér M,47.496844,19.069066,-107
972,F00113,Döbrentei tér,47.490182,19.046863,-107
973,F00213,Pusztaszeri körönd,47.523213,19.017398,-107
974,F01018,Astoria,47.494594,19.060933,-107
975,F01742,Pillangó utca,47.501051,19.118839,-107
976,F02052,Ajnácskő utca,47.474475,19.024776,-107
977,F02262,Hollókő utca,47.475655,19.030401,-107
978,F04731,Kinizsi utca,47.449705,18.969607,-107
979,8095,Nagykőrösi út,47.425255,19.157029,-106
980,8168,I. utca,47.400994,19.002739,-106
981,38681,Kőbánya-Kispest M,47.462796,19.14879,-106
982,F01369,Aranyvirág sétány,47.467563,19.109219,-106
983,F01508,Mester utca / Könyves Kálmán körút,47.469921,19.084469,-106
984,F01735,Őrnagy utca,47.500696,19.11219,-106
985,F01778,Nagyicce H,47.506832,19.167151,-106
986,F04801,Csiki csárda,47.459918,18.921895,-106
987,9353,Tippan utca,47.447968,19.000851,-105
988,9427,Kelenföldi autóbuszgarázs,47.473243,19.02959,-105
989,9472,Promontor utca,47.418055,19.027015,-105
990,9729,Zsigmond utca,47.464016,19.317704,-105
991,44603,Solymár temető,47.595001,18.940212,-105
992,F00087,Krisztina tér,47.496899,19.032742,-105
993,F00816,Tél utca / Pozsonyi utca,47.555615,19.090294,-105
994,F01561,Őrház,47.489473,19.124517,-105
995,F01625,Élessarok,47.491828,19.138287,-105
996,F02314,Művész út,47.496198,18.983838,-105
997,F03236,Fuvallat utca,47.510085,19.185597,-105
998,F03392,Jókai Mór utca (Rendőrség),47.510773,19.189515,-105
999,F03759,Vörösmarty Mihály utca,47.439666,19.164151,-105
1000,F04433,Háros vasútállomás,47.41238,19.032622,-105
1001,F00387,Budaliget Géza fejedelem útja,47.567706,18.93626,-104
1002,F01425,Külső Mester utca,47.45424,19.096221,-104
1003,F01556,IV. kapu,47.492023,19.130466,-104
1004,F01727,Kőbánya felső vasútállomás,47.490942,19.133158,-104
1005,F01729,Halom utca,47.490163,19.128618,-104
1006,F02486,Hunyad lejtő,47.510875,18.97865,-104
1007,F03243,Sashalom H,47.509165,19.180364,-104
1008,F03275,Thököly út,47.507869,19.17306,-104
1009,F03637,Gilice tér,47.432034,19.184812,-104
1010,F03801,Honvéd utca,47.434488,19.20058,-104
1011,F04557,Szamaránszki dűlő,47.399921,19.134143,-104
1012,8119,Mátra utca,47.400093,18.997693,-103
1013,8587,Gyáli út,47.456472,19.111009,-103
1014,83777,Budafoki Szomszédok Piaca,47.427563,19.039417,-103
1015,F00207,Tapolcsányi utca,47.517504,19.021143,-103
1016,F01555,Kőbánya felső vasútállomás,47.492543,19.133824,-103
1017,F02378,Béla király út,47.510424,18.975876,-103
1018,F02484,Hunyad köz,47.511435,18.981716,-103
1019,F04726,Ifjúság utca,47.456723,18.946595,-103
1020,8029,Örs vezér tere M+H,47.502111,19.135697,-102
1021,9486,II. utca,47.486369,19.265893,-102
1022,F00005,Mészáros utca,47.488606,19.031564,-102
1023,F00133,Kolosy tér,47.527839,19.036876,-102
1024,F00592,Váradi utca,47.543506,19.031466,-102
1025,F00962,Deák Ferenc tér,47.49772,19.05367,-102
1026,F01390,Haller utca / Mester utca,47.476021,19.076355,-102
1027,F01511,Balázs Béla utca,47.476946,19.08259,-102
1028,F01752,Örs vezér tere M+H,47.502506,19.136269,-102
1029,F03451,Cinkotai út,47.491456,19.243393,-102
1030,F03471,Tarack utca,47.492692,19.251572,-102
1031,F03858,Sas utca,47.432686,19.189069,-102
1032,F04803,Csiki tanya,47.458758,18.9141,-102
1033,56229,Rákóczi tér,47.492725,19.071361,-101
1034,69089,Margit híd budai hídfő H,47.515149,19.037569,-101
1035,F00217,Vend utca,47.523591,19.020359,-101
1036,F00257,Zöldmáli lejtő,47.52861,19.021645,-101
1037,F01175,Szentkirályi utca,47.489191,19.066807,-101
1038,F01503,Ferencváros vá. - Málenkij Robot Eh.,47.470172,19.088529,-101
1039,F03313,Pilóta utca,47.505527,19.198553,-101
1040,F03639,Dalmady Győző utca,47.433488,19.194506,-101
1041,F04508,Nagytétény ipartelep,47.388915,18.958155,-101
1042,F04735,Aradi utca,47.46176,18.969304,-101
1043,11495,Kék Golyó utca,47.497895,19.019895,-100
1044,F00070,Bécsi kapu tér,47.504751,19.030324,-100
1045,F00981,Hild tér,47.498978,19.050884,-100
1046,F01274,Hidegkuti Nándor Stadion,47.490192,19.109669,-100
1047,F01772,Sarkantyú utca,47.503968,19.142178,-100
1048,F03238,Ballada utca,47.50428,19.188582,-100
1049,F03570,Erzsébet körút,47.460256,19.306991,-100
1050,F04432,Háros utca,47.41147,19.025944,-100
1051,F04724,Budaörsi lakótelep,47.456043,18.940404,-100
1052,7931,Savoyai Jenő tér (Törley tér),47.430369,19.036792,-99
1053,F00095,Győri út,47.495234,19.025205,-99
1054,F00938,Báthory utca / Bajcsy-Zsilinszky út,47.507063,19.05427,-99
1055,F01204,Harminckettesek tere,47.489514,19.071306,-99
1056,F01324,Puskás Ferenc Stadion,47.500213,19.104767,-99
1057,F01798,Kőbányai garázs,47.490712,19.114248,-99
1058,F01850,Gépmadár utca,47.502309,19.147517,-99
1059,F01852,Pilisi utca,47.502234,19.160697,-99
1060,F02769,Ond vezér park,47.506473,19.147186,-99
1061,F03389,Jókai Mór utca,47.504984,19.194371,-99
1062,F04555,Vecsés út sorompó,47.39891,19.126538,-99
1063,F04721,Károly király utca,47.460653,18.956866,-99
1064,F04791,Tulipán utca,47.462356,18.973945,-99
1065,F04795,Felsőhatár utca,47.463161,18.980881,-99
1066,8916,Kőbányai garázs,47.490648,19.114424,-98
1067,62518,Március 15. tér,47.491881,19.051747,-98
1068,99343,Kossuth Lajos tér M,47.506003,19.049645,-98
1069,F00971,Kossuth Lajos tér M,47.505732,19.046836,-98
1070,F01769,Gyakorló köz,47.501657,19.141556,-98
1071,F01854,Gépmadár park,47.504414,19.146214,-98
1072,F03240,Galgahévíz utca,47.503693,19.183629,-98
1073,F04577,Szentlőrinci úti lakótelep,47.416615,19.131038,-98
1074,7930,Savoyai Jenő tér (Törley tér),47.430333,19.036354,-97
1075,8545,Puskás Ferenc Stadion M,47.500105,19.107013,-97
1076,8559,Korompai utca,47.48486,19.012485,-97
1077,11732,Deák Ferenc tér M,47.499212,19.053658,-97
1078,F02196,Móricz Zsigmond körtér M,47.478057,19.04571,-97
1079,F03506,Schell Gyuláné tér,47.459624,19.29976,-97
1080,8893,Csepeli átjáró,47.436343,19.092559,-96
1081,64103,Tamási Áron utca,47.345047,19.028076,-96
1082,F00016,Királyhágó utca,47.495566,19.023015,-96
1083,F00423,Vöröstorony utca,47.528558,18.999495,-96
1084,F00970,Kossuth Lajos tér M,47.505975,19.049332,-96
1085,F01474,Táblás utca,47.45537,19.10325,-96
1086,F01717,Határmalom utca,47.488923,19.218437,-96
1087,F01790,Rákosfalva H,47.504985,19.151458,-96
1088,F02105,Hegytető utca,47.484644,19.009871,-96
1089,F02107,Sion lépcső,47.485392,19.016943,-96
1090,F03445,Színes utca,47.490669,19.305294,-96
1091,F04825,Diófa utca (Posta),47.576253,18.889358,-96
1092,9716,Pesterzsébet vasútállomás,47.433454,19.095738,-95
1093,61351,Keleti pályaudvar M,47.499809,19.083839,-95
1094,F01775,Egyenes utcai lakótelep,47.505716,19.159025,-95
1095,F01923,Kérő utca,47.46205,19.016317,-95
1096,F02382,Zugliget Libegő,47.51653,18.976179,-95
1097,F03281,Rákosszentmihály vasútállomás,47.520017,19.148088,-95
1098,F04597,Vecsés-nyugat,47.418112,19.253447,-95
1099,8113,Szilvafa utca,47.405214,18.982168,-94
1100,8155,Közvágóhíd H,47.468737,19.072756,-94
1101,9085,Budaörs vasútállomás,47.44819,18.964863,-94
1102,9163,Keleti pályaudvar M,47.499926,19.083587,-94
1103,38675,Kőbánya-Kispest M,47.463191,19.146979,-94
1104,F02385,Szarvas Gábor út,47.518072,18.983878,-94
1105,F03958,Hungária út,47.456096,19.136643,-94
1106,F04277,Csepel Csillagtelep,47.410438,19.060646,-94
1107,F04809,Templom tér,47.461709,18.964364,-94
1108,F00124,Csalit utca,47.529481,19.016412,-93
1109,F00141,Margitsziget / Margit híd,47.514717,19.042521,-93
1110,F00249,Felhévízi utca,47.526579,19.030224,-93
1111,F01187,Orczy tér,47.489445,19.090494,-93
1112,F04144,Pesterzsébet Baross utca,47.436871,19.097438,-93
1113,8788,Kőérberek,47.445299,18.999585,-92
1114,9558,Szent János Kórház,47.509962,19.009919,-92
1115,61350,Keleti pályaudvar M,47.499809,19.083229,-92
1116,F00036,Fazekas utca,47.507773,19.033443,-92
1117,F00191,Margit híd budai hídfő H,47.514654,19.036653,-92
1118,F00192,Margit híd budai hídfő H,47.514618,19.038193,-92
1119,F00255,Szemlő-hegyi-barlang,47.528791,19.02442,-92
1120,F00790,Újpesti rendelőintézet,47.565181,19.100533,-92
1121,F00881,Szülőotthon,47.56534,19.106434,-92
1122,F01186,Orczy tér,47.489383,19.089551,-92
1123,F01857,Pongrácz úti lakótelep,47.491293,19.119782,-92
1124,F02374,Galgóczy utca,47.511814,18.986952,-92
1125,F03551,501. utca,47.482212,19.219238,-92
1126,F03963,Gutenberg körút,47.45591,19.132505,-92
1127,F04710,Ibolya utca,47.460391,18.926483,-92
1128,F04738,Budaörs benzinkút,47.453204,18.958436,-92
1129,8110,Barosstelep vasútállomás,47.399613,18.990911,-91
1130,9321,Keleti pályaudvar M,47.499926,19.084198,-91
1131,9585,Nagytétény Erdélyi utca,47.388088,18.970461,-91
1132,83331,Savoyai Jenő tér (Plébánia utca),47.428786,19.035467,-91
1133,102283,Wein János út,47.456524,19.071027,-91
1134,F00747,Ugró Gyula sor,47.580363,19.099139,-91
1135,F00786,Kiss Ernő utca,47.565003,19.094022,-91
1136,F01182,Gumigyár,47.499688,19.095784,-91
1137,F01527,Közvágóhíd H,47.468917,19.073738,-91
1138,F02326,Orgonás,47.506713,19.002501,-91
1139,F03053,Hubay Jenő tér,47.562673,19.114669,-91
1140,F04580,Orvosi rendelő,47.490139,19.331705,-91
1141,9625,Szigetcsép utca,47.464407,19.312714,-90
1142,F00411,Szent János Kórház,47.509837,19.009411,-90
1143,F00621,Szentlélek tér H,47.540207,19.045998,-90
1144,F01151,Verseny utca,47.501875,19.090278,-90
1145,F01278,Asztalos Sándor út,47.490096,19.105038,-90
1146,F01332,Kőris utca,47.48726,19.088979,-90
1147,F01864,Aluljáró (Rézvirág utca),47.486714,19.203211,-90
1148,F01890,Fülőke utca,47.44543,18.991497,-90
1149,F03923,Kós Károly tér,47.456464,19.125265,-90
1150,F04299,Szállító utca 6.,47.441958,19.083788,-90
1151,F04300,Közterületfenntartó Zrt.,47.441942,19.076642,-90
1152,F04301,Közterületfenntartó Zrt.,47.441942,19.076854,-90
1153,F04355,Vámhivatal,47.441959,19.080341,-90
1154,F04356,Vámhivatal,47.441959,19.080553,-90
1155,F04357,Szállító utca 6.,47.441958,19.083562,-90
1156,8940,Békásmegyer H,47.598633,19.054086,-89
1157,9482,Kucorgó tér,47.469059,19.295984,-89
1158,38686,Kőbánya-Kispest M,47.46346,19.147245,-89
1159,F00491,Czetz János köz,47.578737,19.05013,-89
1160,F00638,Hadrianus utca,47.604009,19.06335,-89
1161,F01335,Keleti pályaudvar,47.499778,19.081282,-89
1162,F01715,Legényrózsa utca,47.486386,19.199309,-89
1163,F02447,Fülemile út,47.499645,18.972592,-89
1164,F04216,Kikötő utca,47.419741,19.08694,-89
1165,F04704,Dózsa György utca,47.592825,18.931495,-89
1166,9349,Budaörsi repülőtér,47.447079,18.98673,-88
1167,62607,Infopark (Pázmány Péter sétány),47.469872,19.062941,-88
1168,64240,Leshegy utca,47.377069,19.031955,-88
1169,F00637,Madzsar József utca / Hadrianus utca,47.604018,19.060836,-88
1170,F00828,Újpesti Erőmű,47.555171,19.09966,-88
1171,F01719,501. utca,47.485734,19.215879,-88
1172,F01846,Rézvirág utca,47.486265,19.202373,-88
1173,F01902,Budafoki elágazás,47.435406,19.035717,-88
1174,F02102,Farkasréti temető,47.48377,19.006223,-88
1175,F02696,Széchenyi fürdő,47.517508,19.08098,-88
1176,F02767,Füredi utca / Ond vezér útja,47.506343,19.141213,-88
1177,F04188,Komáromi utca,47.426335,19.082067,-88
1178,F04800,Pilisvörösvári utca,47.595103,18.935311,-88
1179,9065,Solymár Szarvas,47.596321,18.973591,-87
1180,F00077,Dózsa György tér,47.494732,19.03772,-87
1181,F00913,Újpest-központ,47.560437,19.08976,-87
1182,F02217,Rupphegyi út,47.463163,18.985059,-87
1183,F02357,Kútvölgyi lejtő Traumatológia,47.511417,19.000608,-87
1184,F02445,Őzike köz,47.49954,18.976428,-87
1185,F02887,Mexikói út,47.519592,19.090573,-87
1186,F04048,Ady Endre tér,47.432906,19.128426,-87
1187,F04154,Pesterzsébet Mátyás király tér,47.432732,19.132813,-87
1188,F04194,Görgey Artúr tér,47.422938,19.072669,-87
1189,F04197,Bajcsy-Zsilinszky út,47.422829,19.0752,-87
1190,F04268,Karácsony Sándor utca H,47.426946,19.066389,-87
1191,F04421,Regényes utca,47.4298,19.021443,-87
1192,56215,Kelenföld vasútállomás,47.464515,19.019618,-86
1193,F00032,Széna tér,47.507979,19.029261,-86
1194,F01250,Arena Mall bevásárlóközpont,47.499708,19.089851,-86
1195,F01316,Puskás Ferenc Stadion M,47.499819,19.103708,-86
1196,F01609,Túzok utca,47.487051,19.192716,-86
1197,F01825,Orion,47.490106,19.154852,-86
1198,F01848,Dombhát utca,47.486012,19.209442,-86
1199,F02300,Apor Vilmos tér,47.4905,19.014857,-86
1200,F04198,Kikötő utca,47.422412,19.087048,-86
1201,F04316,Védgát utca,47.435008,19.076399,-86
1202,F04325,Kossuth Lajos utca,47.430359,19.071241,-86
1203,F04645,Pécel vasútállomás,47.493467,19.339122,-86
1204,9174,Széll Kálmán tér M,47.507673,19.024894,-85
1205,66451,Infopark,47.469171,19.059717,-85
1206,F00412,Széll Kálmán tér M,47.507691,19.024629,-85
1207,F00473,Madzsar József utca / Pünkösdfürdő utca,47.595277,19.054425,-85
1208,F00878,Nap utca,47.555379,19.094811,-85
1209,F04337,Rákóczi tér,47.422639,19.080461,-85
1210,8087,Fény utcai piac,47.508464,19.023646,-84
1211,9355,Régi vám (Kánai út),47.446377,19.003968,-84
1212,9693,Kolosy tér,47.527678,19.036823,-84
1213,78064,Nyéki Imre Uszoda,47.451047,19.037609,-84
1214,81565,Széll Kálmán tér M,47.507709,19.024363,-84
1215,F00500,Dósa utca,47.575751,19.056723,-84
1216,F00653,Boglár utca,47.594809,19.060568,-84
1217,F00654,Pünkösdfürdő,47.594439,19.065793,-84
1218,F00739,Hajló utca,47.578773,19.112377,-84
1219,F01331,Teleki László tér,47.493549,19.082787,-84
1220,8377,Nagykőrösi út / Határ út,47.45645,19.11466,-83
1221,9351,Kőérberek,47.446339,18.998545,-83
1222,9522,Sirály utca,47.490555,19.018489,-83
1223,99631,Bártfai utca,47.464205,19.028906,-83
1224,F00464,Hímző utca,47.597174,19.05876,-83
1225,F00682,Bercsényi utca,47.585509,19.051447,-83
1226,F00799,Újpest-központ M,47.560616,19.088238,-83
1227,F01176,Muzsikus cigányok parkja,47.489278,19.079639,-83
1228,F01553,Bogáncsvirág utca,47.483628,19.196245,-83
1229,F01645,Kőbánya alsó vasútállomás,47.482464,19.128487,-83
1230,F01823,Téglavető utca,47.489787,19.158965,-83
1231,8577,Rákoshegy vasútállomás,47.467934,19.244806,-82
1232,9520,Csörsz utca,47.49017,19.023466,-82
1233,9554,Óbuda Bogdáni út,47.550028,19.041176,-82
1234,F00030,Mátray utca,47.505965,19.028598,-82
1235,F00457,Nád utca,47.594115,19.048442,-82
1236,F00556,Körtvélyes köz,47.553289,19.017407,-82
1237,F01207,Horváth Mihály tér,47.489594,19.076707,-82
1238,F01571,Kőbánya alsó vasútállomás (Mázsa tér),47.482879,19.125715,-82
1239,F01605,Kossuth Nyomda,47.486626,19.187221,-82
1240,F01819,Tárna utca,47.489412,19.164691,-82
1241,F01894,Kelenvölgy-Péterhegy,47.443568,19.012407,-82
1242,F02397,Szent Orbán tér,47.499646,19.009608,-82
1243,F02476,Széll Kálmán tér M,47.507358,19.024496,-82
1244,F04717,Budaörs városháza,47.461391,18.946308,-82
1245,F04827,Nagykovácsi községháza,47.576066,18.884042,-82
1246,8115,Szebeni utca,47.430338,19.016061,-81
1247,9487,Rákosliget vasútállomás,47.486311,19.259071,-81
1248,43192,Kisvárda utca,47.471587,19.282412,-81
1249,116272,Akadémiaújtelep vasútállomás,47.485447,19.221662,-81
1250,F00259,Zöldkert út,47.529543,19.011127,-81
1251,F00467,Medgyessy Ferenc utca,47.595079,19.056766,-81
1252,F00670,Csillaghegyi út / Bojtár utca,47.56046,19.031023,-81
1253,F00722,Káposztásmegyer Mogyoródi-patak,47.598483,19.121269,-81
1254,F01184,Magdolna utca,47.491919,19.089102,-81
1255,F01567,Mázsa utca,47.483195,19.123384,-81
1256,F01593,Új köztemető,47.47312,19.177277,-81
1257,F01615,Maglódi út,47.490455,19.149107,-81
1258,F01711,Sírkert út,47.47372,19.171309,-81
1259,F01713,Sírkert út,47.473828,19.171309,-81
1260,F01869,Tűzoltóság,47.479054,19.200332,-81
1261,F01872,Kollégium,47.483957,19.192531,-81
1262,F02259,Hengermalom út / Szerémi út,47.461886,19.047037,-81
1263,F03776,Pestszentlőrinc vasútállomás,47.454821,19.181529,-81
1264,F04707,Templom tér,47.591465,18.929264,-81
1265,F04714,Gimnázium,47.460719,18.93997,-81
1266,F04837,Lejtő utca,47.459613,18.930609,-81
1267,8124,Zöldike utca,47.430738,19.012823,-80
1268,9570,Újbuda-központ M,47.474163,19.04705,-80
1269,71262,BudaPart,47.468505,19.058444,-80
1270,F00012,Búsuló Juhász (Citadella),47.485594,19.039551,-80
1271,F00499,Pók utca,47.565219,19.05797,-80
1272,F00517,Kunigunda útja,47.55993,19.035594,-80
1273,F00810,Újpest-városkapu M,47.56069,19.083016,-80
1274,F01180,Kőbányai út 21.,47.488985,19.095841,-80
1275,F01280,Salgótarjáni utca temető,47.491026,19.096334,-80
1276,F02197,Móricz Zsigmond körtér M,47.478074,19.044899,-80
1277,F02210,Kelenföld vasútállomás M,47.465166,19.022619,-80
1278,F02298,Zólyomi lépcső,47.490383,19.011818,-80
1279,F02344,Rőzse köz,47.508269,19.003509,-80
1280,F03327,Vidámvásár utca (Georgina utca),47.518485,19.225994,-80
1281,F03433,Ebergény utca,47.490901,19.302376,-80
1282,F03435,Pöröly utca,47.49146,19.29727,-80
1283,F03466,XVII. utca,47.492156,19.259758,-80
1284,F04585,Határ utca,47.491491,19.323112,-80
1285,47670,Budakeszi temető,47.514029,18.923053,-79
1286,61232,Pajkos utca,47.457144,19.029107,-79
1287,66459,Etele út / Fehérvári út,47.462389,19.042594,-79
1288,99629,Bikás park M,47.463737,19.032434,-79
1289,F00425,Nyúl utca,47.508723,19.018044,-79
1290,F00427,Nyúl utca,47.509002,19.017008,-79
1291,F00443,Bojtár utca 49.,47.5594,19.039899,-79
1292,F00855,Erzsébet utca,47.559931,19.093818,-79
1293,F00958,Kossuth Lajos tér,47.505808,19.044242,-79
1294,F01982,Hengermalom út,47.461274,19.051692,-79
1295,F02006,Etele út / Fehérvári út,47.462695,19.040922,-79
1296,F02216,Bártfai utca,47.464286,19.029131,-79
1297,F02266,Madárhegy,47.462178,18.993097,-79
1298,F02431,Szendrő utca,47.49539,19.004237,-79
1299,F03519,Szabadság utca,47.467515,19.247948,-79
1300,F03699,Pestszentlőrinc Fedezék utca,47.452177,19.195339,-79
1301,F04415,Víg utca (Sporttelep),47.422912,19.030299,-79
1302,F04416,Lőcsei utca,47.423811,19.025064,-79
1303,F04426,Kazinczy utca,47.424996,19.017058,-79
1304,7877,Bíróság,47.519544,18.97806,-78
1305,11715,509. utca,47.484963,19.225442,-78
1306,11773,Keresztúri út,47.484645,19.22775,-78
1307,38678,Kőbánya-Kispest M,47.463037,19.147748,-78
1308,44034,József Attila utca,47.338114,19.038215,-78
1309,F00168,Szépilona,47.517664,18.99511,-78
1310,F00171,Kuruclesi út,47.518462,18.985346,-78
1311,F00177,Irén utca,47.524594,18.958747,-78
1312,F00479,Csillaghegy H,47.58611,19.045371,-78
1313,F01932,Poprádi út,47.461354,18.999172,-78
1314,F01956,Bikás park M,47.463783,19.032872,-78
1315,F04411,Kereszt utca,47.422436,19.035879,-78
1316,9698,Galántai utca,47.49837,19.015183,-77
1317,38687,Kőbánya-Kispest M,47.463307,19.147921,-77
1318,110321,Normafa látogatóközpont,47.500739,18.967441,-77
1319,F00149,Dénes utca,47.521633,18.968511,-77
1320,F00173,Vízművek,47.52017,18.973333,-77
1321,F00784,Csokonai utca,47.565032,19.090527,-77
1322,F00793,Újpesti piac,47.563081,19.087987,-77
1323,F00835,Árpád üzletház,47.560145,19.09803,-77
1324,F01661,Kápolna tér,47.481424,19.135663,-77
1325,F02198,Móricz Zsigmond körtér M,47.478111,19.045272,-77
1326,F04424,Arató utca,47.424394,19.020558,-77
1327,73308,Solymár vasútállomás,47.596035,18.949797,-76
1328,101182,Teleki utca,47.353773,19.059324,-76
1329,F00147,Labanc út,47.518988,18.981633,-76
1330,F00261,Pitypang utca,47.530037,19.008683,-76
1331,F01417,Kén utca H (Illatos út),47.454819,19.087509,-76
1332,F01587,Hangár utca,47.462465,19.165951,-76
1333,F01602,Kozma utca,47.487509,19.178599,-76
1334,F01611,Keresztúri út 102.,47.490929,19.168549,-76
1335,F01613,Rákos vasútállomás,47.488296,19.174156,-76
1336,F01816,Díszítő üzem,47.488331,19.18363,-76
1337,F03546,Borsó utca,47.484232,19.233694,-76
1338,F04427,Karácsony utca,47.425642,19.012737,-76
1339,8941,Váci út,47.561294,19.079376,-75
1340,9442,Széchenyi utca (gimnázium),47.512067,18.928677,-75
1341,9491,Füstifecske utca,47.478911,19.236966,-75
1342,38680,Kőbánya-Kispest M,47.462929,19.148252,-75
1343,66453,Budafoki út / Dombóvári út,47.469808,19.053655,-75
1344,F01422,Gubacsi út,47.454332,19.090121,-75
1345,F01814,Fővárosi Kertészet,47.489354,19.177754,-75
1346,F02540,Cziffra György park,47.548711,19.077788,-75
1347,F02571,Karikás Frigyes utca,47.537112,19.066054,-75
1348,F04412,Budafoki temető,47.423021,19.03405,-75
1349,F04700,Solymár községháza,47.592154,18.937099,-75
1350,9493,Uszoda,47.479619,19.232961,-74
1351,9549,Madárdomb köz,47.478138,19.241221,-74
1352,47875,Orczy tér (Baross kocsiszín),47.489544,19.090388,-74
1353,F00155,Városmajor,47.509568,19.014008,-74
1354,F00156,Városmajor,47.509595,19.013212,-74
1355,F00468,Békásmegyer H,47.597426,19.056447,-74
1356,F00720,Homoktövis utca,47.594008,19.113778,-74
1357,F02389,Istenhegyi lejtő,47.505566,18.99268,-74
1358,F03541,Bakancsos utca,47.482272,19.243864,-74
1359,F03543,Rákoskeresztúr Kis utcai lakótelep,47.482087,19.241621,-74
