id,no,name,latitude,longitude,bearing
4492,F02923,Erzsébet királyné útja aluljáró,47.5164,19.091909,134
4493,F02979,Ajtósi Dürer sor,47.513431,19.096261,134
4494,F03079,Istvántelek vasútállomás (Wysocki utca),47.548493,19.107332,134
4495,F03085,Wysocki utca / Rákos út,47.54564,19.111712,134
4496,F03172,Karatna tér,47.542988,19.109119,134
4497,F03580,Diadal utca,47.495861,19.274398,134
4498,F03914,Radnó utca,47.440465,19.135464,134
4499,F04105,Nagysándor József utca,47.43955,19.118228,134
4500,F04139,Kossuth Lajos utca (Mártírok útja),47.446647,19.11662,134
4501,F04229,Csepel Hollandi út,47.392139,19.105397,134
4502,F04649,Bocskai István utca,47.383451,19.228017,134
4503,F04650,Somogyi Béla utca,47.38722,19.222175,134
4504,8164,Örs vezér tere M+H,47.501382,19.136585,135
4505,8553,Bajcsy-Zsilinszky utca,47.385634,19.204439,135
4506,8670,Auchan Liget,47.541205,19.24703,135
4507,8924,Kabai utca,47.495533,19.160424,135
4508,9010,Szilasliget Wesselényi utca,47.572905,19.269251,135
4509,9012,Szilasliget Szondi utca,47.575376,19.265659,135
4510,9708,Rákoscsaba vasútállomás,47.491547,19.281877,135
4511,89411,Liszt Ferenc Airport 2,47.432737,19.261218,135
4512,F00088,Mikó utca,47.499246,19.03083,135
4513,F00162,Nagyajtai utca,47.513674,19.002655,135
4514,F00232,Margit körút,47.513817,19.033945,135
4515,F00281,Harangvirág utca,47.521398,18.997881,135
4516,F00324,Bölöni György utca,47.525816,18.984213,135
4517,F00430,Akadémia,47.519337,18.9939,135
4518,F00431,Akadémia,47.518914,18.994153,135
4519,F00615,Flórián tér,47.541109,19.040538,135
4520,F00728,Homoktövis utca,47.589527,19.117973,135
4521,F01371,Nagykőrösi út / Határ út,47.454285,19.114295,135
4522,F01540,Basa utca,47.470269,19.126824,135
4523,F01686,Márga utca,47.47782,19.144082,135
4524,F01787,MÁV-telep,47.493758,19.163101,135
4525,F02132,Balogh Tihamér utca,47.481853,19.042897,135
4526,F02548,Reitter Ferenc utca,47.545477,19.095108,135
4527,F02632,Vágány utca / Róbert Károly körút,47.52323,19.081478,135
4528,F02700,Bethesda utca,47.517391,19.08717,135
4529,F02819,Szugló utca / Róna utca,47.514197,19.111038,135
4530,F02821,Tisza István tér,47.516357,19.10804,135
4531,F02978,Ajtósi Dürer sor,47.513612,19.095746,135
4532,F03081,Patyolat utca,47.547044,19.109562,135
4533,F03169,Opál utca,47.54203,19.117154,135
4534,F03675,Pestszentimre felső vasútállomás,47.413069,19.173792,135
4535,F03897,Rákóczi utca,47.452601,19.117277,135
4536,F03915,Nagysándor József utca,47.446137,19.126669,135
4537,F03968,Thököly utca,47.45295,19.121348,135
4538,F03986,Vas Gereben utca,47.440723,19.138566,135
4539,F04025,Batthyány utca,47.446821,19.134206,135
4540,F04033,Garázs utca,47.44004,19.1439,135
4541,F04072,Királyhágó utca,47.427277,19.126045,135
4542,F04112,Nagysándor József utca,47.435516,19.110203,135
4543,F04173,Szigligeti utca,47.449177,19.113029,135
4544,F04422,Kiránduló utca,47.427726,19.020314,135
4545,F04779,Erdészház,47.560689,18.917883,135
4546,8460,Uzsoki Utcai Kórház,47.519642,19.103436,136
4547,9005,Kerepes Szabadság útja,47.560809,19.282727,136
4548,9026,Zichy Jenő utca,47.505246,19.057588,136
4549,9096,Pacsirta utca,47.404616,18.933765,136
4550,9203,Gyál Deák Ferenc utca,47.385265,19.235533,136
4551,9204,Árpád utca,47.388079,19.231106,136
4552,F00204,Rét utca,47.514715,19.023855,136
4553,F00310,Kelemen László utca,47.522392,18.98917,136
4554,F00779,Szent László tér,47.567016,19.097877,136
4555,F01040,Izabella utca / Király utca,47.505497,19.070171,136
4556,F01134,Damjanich utca / Dózsa György út,47.509712,19.0822,136
4557,F01346,Zsil utca,47.483012,19.06244,136
4558,F01536,Fertő utca / Bihari utca,47.476327,19.118316,136
4559,F01660,Ihász utca,47.479382,19.135387,136
4560,F01667,Óhegy park,47.479441,19.141683,136
4561,F02881,Erzsébet királyné útja aluljáró,47.516849,19.093967,136
4562,F02892,Kacsóh Pongrác út,47.517806,19.089562,136
4563,F02894,Kacsóh Pongrác út,47.518677,19.088565,136
4564,F03317,Újszász utca,47.508905,19.20841,136
4565,F03907,Naszód utca (Használtcikk piac),47.435889,19.143754,136
4566,F03917,Kossuth Lajos utca,47.449721,19.121423,136
4567,F03920,Hungária út,47.454849,19.118699,136
4568,F03980,Kossuth Lajos utca,47.450152,19.146167,136
4569,F03985,Zalaegerszeg utca,47.442524,19.135944,136
4570,F04003,Vas Gereben utca,47.447793,19.149543,136
4571,F04022,Templom tér,47.452574,19.142697,136
4572,F04038,Irányi utca,47.447119,19.125225,136
4573,F04066,Rózsás utca,47.428681,19.124045,136
4574,F04067,Szalárdi Mór utca,47.429544,19.125544,136
4575,F04071,Pacsirta utca,47.428418,19.12712,136
4576,F04085,Írisz utca,47.417219,19.140408,136
4577,F04087,Hunyadi János tér,47.435587,19.139141,136
4578,F04089,Temesvár utca,47.435889,19.13193,136
4579,F04095,Magyar utca,47.435274,19.124333,136
4580,F04096,Magyar utca,47.4385,19.128209,136
4581,F04099,Nagyszőlős utca,47.442515,19.122527,136
4582,F04134,Szent Erzsébet tér,47.440356,19.107384,136
4583,F04166,Mesgye utca,47.420434,19.135842,136
4584,F04560,Kertészeti Egyetem,47.398675,19.149013,136
4585,F04600,Gyál felső vasútállomás,47.388861,19.206012,136
4586,F04729,Agip utca,47.449133,18.962739,136
4587,8028,Örs vezér tere M+H,47.501112,19.135882,137
4588,8380,Kőbánya alsó vasútállomás,47.483256,19.12813,137
4589,8949,Pestszentimre vasútáll. (Nagykőrösi út),47.403412,19.18662,137
4590,8967,Szentlőrinci úti lakótelep,47.416948,19.131198,137
4591,9016,Gödöllő Szökőkút,47.599126,19.346731,137
4592,9100,Katinka utca,47.410123,18.927181,137
4593,61237,Bíbic utca,47.411959,19.005128,137
4594,69403,Jahn Ferenc Kórház,47.423225,19.132016,137
4595,101179,Rákóczi utca,47.348872,19.050468,137
4596,F00092,Korlát utca,47.501719,19.027432,137
4597,F00167,Budagyöngye,47.516146,18.998975,137
4598,F00565,Táborhegyi út,47.549711,19.026376,137
4599,F00587,Óbudai rendelőintézet,47.544878,19.034772,137
4600,F01072,Ferdinánd híd (Izabella utca),47.511011,19.06266,137
4601,F01449,Mártírok útja / Határ út,47.450887,19.110592,137
4602,F01671,Csősztorony,47.482972,19.145882,137
4603,F01674,Gitár utca,47.487085,19.152889,137
4604,F01942,Duránci utca,47.44993,19.022997,137
4605,F02364,Orvosi rendelő,47.483316,18.99622,137
4606,F02600,Göncz Árpád városközpont M,47.532974,19.066119,137
4607,F02653,Angyalföld vasútállomás,47.549166,19.08989,137
4608,F02875,Korong utca,47.51468,19.097072,137
4609,F02879,Erzsébet királyné útja aluljáró,47.517542,19.093251,137
4610,F03003,Rákospalota MEDIMPEX,47.586774,19.133245,137
4611,F03724,Kapocs utca,47.402134,19.201692,137
4612,F03926,Corvin körút,47.460399,19.131663,137
4613,F03960,Hungária út,47.456311,19.137412,137
4614,F03966,Zoltán utca,47.451731,19.127234,137
4615,F03983,Kossuth Lajos utca,47.444129,19.138073,137
4616,F04062,Klapka utca,47.431267,19.116162,137
4617,F04073,Előd utca,47.425827,19.128084,137
4618,F04171,Mézes utca,47.440796,19.124951,137
4619,F04567,Tangazdaság (Óvoda),47.390876,19.159303,137
4620,F04777,Rácski telep,47.554785,18.927102,137
4621,F04788,Budakeszi Dózsa György tér,47.507011,18.921411,137
4622,9315,MNB,47.376675,19.124382,138
4623,9457,Római utca,47.417175,19.018319,138
4624,9534,XIII. utca / Dózsa György út,47.411163,18.993654,138
4625,9586,Baross utca,47.43634,19.098763,138
4626,64175,Ősz utca,47.352386,19.025321,138
4627,66700,Szárazhegy köz,47.473213,19.300607,138
4628,F00076,Palota út gyorslift,47.495182,19.038529,138
4629,F00084,Alagút utca,47.496567,19.034415,138
4630,F00283,Virág árok,47.519501,19.000446,138
4631,F00313,Kelemen László utca,47.521682,18.990539,138
4632,F00570,Bécsi út / Vörösvári út,47.548372,19.029565,138
4633,F01076,Opera M,47.503402,19.060269,138
4634,F01418,Kén utca H,47.455179,19.086422,138
4635,F01638,Hízlaló tér,47.472511,19.123644,138
4636,F01675,Gitár utca,47.487724,19.151736,138
4637,F01676,Kada utca / Maglódi út,47.482897,19.158401,138
4638,F01704,Mádi utca,47.473537,19.163953,138
4639,F01706,Venyige utca,47.477675,19.165189,138
4640,F01707,Venyige utca,47.477458,19.165653,138
4641,F01830,Kocka utca,47.484933,19.155718,138
4642,F01841,Újhegyi sétány,47.471669,19.163159,138
4643,F02092,Bereck utca,47.473104,19.008248,138
4644,F02802,Egressy út / Vezér utca,47.519116,19.127308,138
4645,F02982,Besztercebányai utca,47.541494,19.171607,138
4646,F03249,Budapesti út,47.516452,19.17077,138
4647,F03641,Péterhalmi út,47.423128,19.189609,138
4648,F03652,Kisfaludy utca,47.40817,19.193681,138
4649,F03656,Szigeti Kálmán utca,47.404215,19.198943,138
4650,F03681,Kamiontelep,47.421742,19.162402,138
4651,F03779,Kalász utca,47.393096,19.200262,138
4652,F03818,Bethlen Gábor utca,47.410871,19.176728,138
4653,F03874,Eke utca,47.406529,19.182468,138
4654,F03875,Csolt utca,47.399646,19.191657,138
4655,F03991,Pincér utca,47.441436,19.14194,138
4656,F04084,Jahn Ferenc Kórház,47.423756,19.131116,138
4657,F04152,Török Flóris utca,47.444012,19.099752,138
4658,F04250,Borz út,47.413041,19.085663,138
4659,F04822,BM iskola,47.549594,18.934181,138
4660,8345,Katona József utca,47.438346,18.906478,139
4661,64241,Leshegy Ipari Park,47.376062,19.042074,139
4662,66698,Sport tér,47.476785,19.295994,139
4663,66699,Enying utca,47.475188,19.298029,139
4664,105925,Deák Ferenc tér M,47.497414,19.054803,139
4665,F00791,Újpesti rendelőintézet,47.565478,19.100055,139
4666,F01144,Reiner Frigyes park,47.50426,19.088368,139
4667,F01710,Sírkert út,47.474486,19.169334,139
4668,F01714,Tavas utca,47.469975,19.165304,139
4669,F01831,Kocka utca,47.484915,19.155466,139
4670,F01833,Bajcsy-Zsilinszky Kórház,47.480034,19.16201,139
4671,F01835,Bajcsy-Zsilinszky Kórház,47.480034,19.162209,139
4672,F01843,Bányató utca,47.468748,19.160964,139
4673,F02919,Erzsébet királyné útja aluljáró,47.516625,19.09248,139
4674,F03165,Újpalota Nyírpalota út,47.547329,19.141457,139
4675,F03628,Közdűlő út,47.4236,19.169835,139
4676,F03657,Ár utca,47.396871,19.195292,139
4677,F03661,Vásáros tér,47.410296,19.184014,139
4678,F03679,Közdűlő út,47.420175,19.164532,139
4679,F03871,Zöldségpiac,47.416527,19.169056,139
4680,F04111,Nagysándor József utca,47.43602,19.109554,139
4681,F04564,Erzsébeti temető,47.418618,19.122136,139
4682,8471,Dél-pesti autóbuszgarázs,47.426556,19.160782,140
4683,49174,Soroksár Kertvárosi körút,47.413022,19.136121,140
4684,66828,Göncz Árpád városközpont M,47.532812,19.065866,140
4685,73137,Széll Kálmán tér M (Ostrom utca),47.507107,19.027124,140
4686,F00326,Szerb Antal utca,47.528324,18.98097,140
4687,F00599,Katinyi mártírok parkja,47.532318,19.036703,140
4688,F00616,Flórián tér,47.541672,19.039184,140
4689,F01073,Munkácsy Mihály utca,47.515138,19.069963,140
4690,F01081,Oktogon M,47.505561,19.062871,140
4691,F01087,Oktogon M,47.50462,19.063886,140
4692,F01090,Andrássy út (Vörösmarty utca M),47.508294,19.066363,140
4693,F01117,Wesselényi utca / Izabella utca,47.502825,19.073555,140
4694,F01476,Aszódi utca,47.463682,19.100792,140
4695,F01789,Heves utca,47.503162,19.16792,140
4696,F02095,Sümegvár utca,47.46913,19.013398,140
4697,F02247,Előpatak utca,47.471081,19.010942,140
4698,F02277,Hajnalka utca,47.485024,18.994161,140
4699,F02731,Zugló vasútállomás,47.510921,19.09958,140
4700,F02781,Zsálya utca,47.516136,19.143195,140
4701,F02935,Újváros park,47.51483,19.144719,140
4702,F03272,Veres Péter út,47.508131,19.171959,140
4703,F03365,Őrmester utca,47.511995,19.167383,140
4704,F03678,Besence utca 9.,47.424762,19.168367,140
4705,F04017,Határ út M,47.464459,19.126709,140
4706,F04131,János tér,47.441708,19.10256,140
4707,F04153,Török Flóris utca,47.443985,19.099924,140
4708,F04452,Tűztorony,47.41333,19.017595,140
4709,F04762,Idősek otthona,47.44246,18.901296,140
4710,F04815,Zrínyi utca,47.435086,18.910623,140
4711,66716,Öntöző utca,47.478737,19.278238,141
4712,72047,Muflon utca,47.57067,18.931469,141
4713,98526,Diósd Kaktusz utca,47.414632,18.951447,141
4714,F00434,Tücsök utca,47.58546,18.99743,141
4715,F00529,Szőlővész utca,47.575818,19.013692,141
4716,F00544,Jablonka út 74.,47.560266,19.011145,141
4717,F01219,Orczy tér,47.489805,19.09056,141
4718,F01365,Merényi Gusztáv Kórház,47.467882,19.101154,141
4719,F01845,Tavas utca,47.471483,19.166562,141
4720,F02720,Stefánia út / Thököly út,47.507936,19.09526,141
4721,F03065,Aulich Lajos utca,47.553393,19.132213,141
4722,F03211,Gusztáv utca,47.538744,19.174926,141
4723,F03244,Sashalom H,47.509373,19.17921,141
4724,F03247,Margit utca,47.511868,19.176216,141
4725,F03368,Sashalmi tér,47.50969,19.170165,141
4726,F03408,Gida utca,47.515025,19.191292,141
4727,F04132,János tér,47.441465,19.103011,141
4728,F04226,Csepel Soroksári rév,47.398237,19.105947,141
4729,F04280,Kölcsey utca,47.409952,19.062169,141
4730,F04574,Újtelep út,47.415606,19.132918,141
4731,8106,Vihar utca,47.434282,19.035651,142
4732,8957,Előd utca,47.418567,19.117379,142
4733,66714,Nyitány utca,47.480756,19.275992,142
4734,F00114,Kapisztrán tér,47.504157,19.029302,142
4735,F00348,Völgy utca,47.536415,18.975621,142
4736,F00819,Tél utca / Pozsonyi utca,47.554968,19.089669,142
4737,F01055,Hősök tere M,47.515668,19.075446,142
4738,F01060,Vágány utca / Dózsa György út,47.51914,19.071491,142
4739,F01309,Dologház utca,47.496445,19.08312,142
4740,F01364,Börzsöny utca,47.466797,19.112003,142
4741,F01492,Péceli utca,47.469484,19.099352,142
4742,F01838,Szlávy utca,47.480649,19.148929,142
4743,F02400,Szent Orbán tér,47.49934,19.00864,142
4744,F02727,Zugló vasútállomás,47.511586,19.098436,142
4745,F02744,Egressy út / Hungária körút,47.506744,19.104445,142
4746,F03232,Sasvár utca,47.520363,19.187536,142
4747,F03356,Sasvár utca,47.514543,19.173036,142
4748,F03632,Szentlőrinci út,47.425416,19.157758,142
4749,F03781,Repülőtéri Rendőr Igazgatóság,47.42328,19.239961,142
4750,F04055,Nagysándor József utca,47.432588,19.102856,142
4751,F04059,Torontál utca,47.426604,19.108668,142
4752,F04130,Kossuth Lajos utca,47.439382,19.10557,142
4753,F04339,Csepeli Mátyás utca,47.417846,19.076377,142
4754,F04481,Szerafin-villa,47.407717,18.962681,142
4755,9240,Sasvár utca,47.518294,19.180653,143
4756,9546,Memento Park,47.425665,19.001313,143
4757,62514,Jégmadár utca,47.430722,19.005656,143
4758,66718,Pestvidék utca,47.476592,19.280644,143
4759,72935,Rudas Gyógyfürdő,47.489824,19.047383,143
4760,F00328,Lipótmezei út,47.531002,18.978058,143
4761,F00601,Katinyi mártírok parkja,47.532399,19.03645,143
4762,F00919,Fővám tér M,47.486862,19.056602,143
4763,F01037,Király utca / Erzsébet körút,47.502781,19.066202,143
4764,F01048,Benczúr utca,47.513212,19.078233,143
4765,F01141,Ötvenhatosok tere,47.506239,19.086166,143
4766,F01213,Magdolna utca,47.492234,19.08787,143
4767,F01469,Valéria tér,47.465339,19.114389,143
4768,F01925,Sasadi út,47.466954,19.015972,143
4769,F02056,Nagyszeben tér,47.466303,19.005481,143
4770,F03783,Repülőtér D porta,47.425956,19.236962,143
4771,F04120,Pesterzsébet vasútállomás,47.43357,19.09774,143
4772,F04158,Akácfa utca,47.423688,19.111792,143
4773,F04460,Tűzliliom utca,47.404135,19.006618,143
4774,F04605,Ady Endre utca,47.385329,19.210332,143
4775,7900,Maros utcai rendelőintézet,47.503724,19.022401,144
4776,7974,Hűvösvölgy,47.542605,18.964773,144
4777,F00108,Rudas Gyógyfürdő,47.48984,19.047208,144
4778,F01039,Király utca / Erzsébet körút,47.502926,19.06591,144
4779,F01138,Dembinszky utca,47.508344,19.083752,144
4780,F01441,Baross utca,47.441549,19.095056,144
4781,F01943,Narancs utca,47.447709,19.025411,144
4782,F02263,Albertfalva vasútállomás,47.441854,19.032096,144
4783,F02264,Állvány utca,47.445272,19.028449,144
4784,F02742,Egressy út / Hungária körút,47.506799,19.104116,144
4785,F02776,Füredi utca / Szentmihályi út,47.510637,19.147247,144
4786,F03271,Budapesti út,47.514904,19.164004,144
4787,F03363,Szent Korona utca,47.520306,19.158691,144
4788,F04057,Tinódi utca,47.428556,19.10655,144
4789,F04060,Pöltenberg utca,47.430714,19.108964,144
4790,F04080,Ábrahám Géza utca,47.421219,19.119105,144
4791,F04159,Akácfa utca,47.425912,19.114118,144
4792,F04160,Klapka utca,47.428684,19.111179,144
4793,F04161,Bolyai János utca,47.422122,19.1135,144
4794,F04438,Brassói utca,47.424406,19.002626,144
4795,F04552,Polimer,47.382322,19.126866,144
4796,F04563,Víztorony tér,47.388877,19.162014,144
4797,F04775,Külső Bécsi út 35.,47.58988,18.987481,144
4798,8429,Budakalász Budai út,47.616729,19.051767,145
4799,64085,Kölcsey Ferenc utca,47.355275,19.034823,145
4800,83330,Bartók Béla út 208.,47.416996,18.985724,145
4801,F00319,Vadaskerti utca,47.531885,18.98078,145
4802,F01459,Határ út M,47.464405,19.126338,145
4803,F01519,Boráros tér H,47.479693,19.0663,145
4804,F01881,Kamaraerdő,47.435844,18.978689,145
4805,F02109,Breznó lépcső,47.483792,19.021017,145
4806,F02987,János utca,47.534423,19.161051,145
4807,F03222,Csömöri út,47.530751,19.171627,145
4808,F03229,Rákosi út,47.527692,19.180663,145
4809,F03399,Nebántsvirág utca,47.505996,19.211401,145
4810,F04118,Pesterzsébet Kossuth Lajos utca,47.43526,19.099902,145
4811,F04163,Károly utca,47.423235,19.117014,145
4812,F04241,Varrógép utca,47.408104,19.082016,145
4813,F04471,Szent László utca,47.406833,18.998278,145
4814,F04570,Ócsai úti felüljáró,47.383348,19.125729,145
4815,8498,Aszódi utca,47.463484,19.100991,146
4816,11313,Szent László utca,47.405823,18.999264,146
4817,F00180,Szépjuhászné Gyermekvasút,47.527073,18.954042,146
4818,F00367,Turul utca,47.548308,18.94936,146
4819,F01123,Bethlen Gábor utca,47.506422,19.076609,146
4820,F01127,Bethlen Gábor tér,47.504514,19.078414,146
4821,F01398,Vágóhíd utca,47.473403,19.079922,146
4822,F01403,Közvágóhíd H,47.467873,19.07574,146
4823,F02283,Kempelen Farkas utca,47.488014,19.003938,146
4824,F02333,Széll Kálmán tér M (Csaba utca),47.505973,19.023169,146
4825,F02988,Rákospalotai határút,47.528875,19.152547,146
4826,F03220,Gusztáv utca,47.535352,19.167095,146
4827,F03231,Mátyásföldi tér,47.523361,19.184967,146
4828,F03253,Rákosi út,47.521348,19.166998,146
4829,F03269,Rákosi út,47.518406,19.160612,146
4830,F03278,Csömöri út,47.52219,19.152128,146
4831,F03282,Rákosi út,47.516404,19.155383,146
4832,F03342,Szent Korona utca,47.529673,19.178676,146
4833,F03346,Vörösmarty utca,47.532271,19.163171,146
4834,F03357,Szent Korona utca,47.526014,19.169319,146
4835,F03370,Baross utca,47.524378,19.149915,146
4836,F04430,Liszt Ferenc út,47.42851,19.007951,146
4837,F04449,Rizling utca (Sportpálya),47.414679,19.015687,146
4838,F04698,Munkás utca,47.587064,18.937162,146
4839,9459,Hűség utca,47.420529,19.014023,147
4840,61368,Munkás utca,47.499918,19.079088,147
4841,62516,Török utca,47.412851,18.988856,147
4842,F00074,Dísz tér,47.49895,19.036113,147
4843,F00121,Nyereg út,47.537593,19.013551,147
4844,F00373,Gondozási Központ,47.514056,19.015678,147
4845,F01212,Teleki László tér (Szerdahelyi utca),47.492263,19.083476,147
4846,F01636,Kőbánya alsó vasútállomás,47.483652,19.127839,147
4847,F02067,Tűzkő utca,47.470155,18.994848,147
4848,F02993,Pálya utca,47.525494,19.148775,147
4849,F03251,Rákosi út,47.523628,19.17169,147
4850,F03258,Csömöri út,47.528796,19.166603,147
4851,F03280,Rózsa utca,47.520491,19.151328,147
4852,F03349,Baross utca,47.533524,19.168897,147
4853,F03352,Ida utca,47.526315,19.182014,147
4854,F03359,Szent Korona utca,47.523824,19.16452,147
4855,F03361,Baross utca,47.526651,19.15472,147
4856,F03372,Szent Korona utcai lakótelep,47.518141,19.153661,147
4857,F03401,Zsemlékes út,47.502798,19.21442,147
4858,F04469,I. utca,47.401327,19.003626,147
4859,F04472,Bem tábornok utca,47.408888,18.996253,147
